Date,Inflow_ML,Outflow_ML,Reservoir_Level_ML,Rainfall_mm,Temperature_C,Humidity_percent,Demand_ML,DayOfYear,DayOfWeek,Month,Year
2023-01-02,29.294573034490824,65.98869858907746,7271.172249683412,0.0,18.54479911754522,59.29194718872691,65.28582156649396,2,0,1,2023
2023-01-03,94.26722131184673,69.68281402603716,7299.450772406181,1.1384947694373455,19.115954971187733,32.736122415756384,73.6598967991782,3,1,1,2023
2023-01-04,102.76150655622445,71.16979087927042,7332.529464936369,0.0478846415030234,17.001583363607196,70.43583070305247,68.05844019786319,4,2,1,2023
2023-01-05,59.43194452139788,74.68579033220958,7320.791618578496,8.80101579871175,22.11601097428385,77.41961918802559,71.63412376522554,5,3,1,2023
2023-01-06,39.71795889742334,68.39076355341707,7285.823787143709,4.996045078596518,19.27595384945344,54.28828691488871,67.97820857302057,6,4,1,2023
2023-01-07,45.108862561604106,65.90779069378134,7262.541886151896,5.6087156664556375,20.736573803373133,58.90650811261266,70.52596463159827,7,5,1,2023
2023-01-08,74.9809382177713,47.80185416132193,7271.6150336758865,3.434117100411635,20.183096270902013,63.51059487799981,50.0,8,6,1,2023
2023-01-09,42.889458741436506,47.80257978431656,7266.702638256001,1.9461431954622328,14.06021773336594,65.85031434141553,51.41973127167605,9,0,1,2023
2023-01-10,34.86222474375673,50.23455838067952,7253.762283215441,4.481308284003549,17.09553045219102,91.4156245862708,50.0,10,1,1,2023
2023-01-11,50.0790936183141,46.01734302270932,7253.606818453076,5.00988568381471,22.53915564329935,56.28267285264098,50.0,11,2,1,2023
2023-01-12,32.934638075765385,62.954530191461366,7240.5241135061315,1.2351787775443326,16.024898189299385,99.30518399975898,59.25726513193094,12,3,1,2023
2023-01-13,36.13901773781436,53.50164288377229,7213.708601052484,4.460646400913737,19.045866736894567,43.2062511926607,50.0,13,4,1,2023
2023-01-14,88.710610863247,46.56098074835654,7248.917569031959,3.744181925594292,16.04328837743003,78.77069853611364,50.0,14,5,1,2023
2023-01-15,72.8678231893017,59.07509857933088,7275.224411472904,4.322092769254136,22.10525977936852,58.50963268102048,57.1262182292619,15,6,1,2023
2023-01-16,73.38034428455411,51.96503288287549,7289.529657178126,5.658239258752283,14.826281864566308,93.72412153230856,50.0,16,0,1,2023
2023-01-17,19.70990214318116,51.525858110575605,7257.274526438432,0.0,17.603063714474395,60.67469590992915,52.55831414987122,17,1,1,2023
2023-01-18,44.11750020245725,60.00176276295744,7249.866168530314,5.66392415969461,16.55564429302938,59.6660671557728,63.47177184382585,18,2,1,2023
2023-01-19,48.98177708701442,46.32107722256833,7238.84618285437,0.0,16.789377751357872,30.0,50.0,19,3,1,2023
2023-01-20,44.716046848251615,66.78825147469767,7237.241152480054,5.24165998337949,15.807253064103534,59.71837273987589,64.39349195985535,20,4,1,2023
2023-01-21,42.53362095199439,47.20177413857076,7212.98652195735,0.0333194022962703,18.97233445067996,73.62833223302869,50.0,21,5,1,2023
2023-01-22,67.56442014961647,59.556631556073846,7233.349167968396,5.590470533434992,20.800493715402546,65.70722951276909,58.52209397762456,22,6,1,2023
2023-01-23,51.64500672709764,53.65881616538295,7225.43754313942,0.0,13.352107965487846,75.2711272278841,50.0,23,0,1,2023
2023-01-24,40.75262086079908,60.67396569833345,7212.531347834836,1.3042203581846814,13.2100810389723,48.71260610149543,59.74297131632998,24,1,1,2023
2023-01-25,63.74578315808167,56.62603118792377,7215.603165294584,5.7080259224744925,13.330073599116911,60.92637700215339,51.88640777694028,25,2,1,2023
2023-01-26,44.47242057368134,60.75951675475173,7203.449554680341,2.931997230418617,17.024391484806756,65.28288696965583,59.30449782646384,26,3,1,2023
2023-01-27,76.63801989717734,48.14603113431207,7219.328057822767,2.85122155586612,18.09326185365856,87.05433088548112,50.0,27,4,1,2023
2023-01-28,70.31261923465607,63.19102971231078,7241.494645923111,7.151058300843783,14.506696701694713,49.19466539477485,59.66635639465084,28,5,1,2023
2023-01-29,49.962142894407386,60.42693136456297,7228.265759105208,3.384272027613384,16.017053082314025,76.12237870519814,62.317807651862026,29,6,1,2023
2023-01-30,55.801313970577695,59.51258796257128,7223.640141711224,3.116015996322642,12.768618617538763,36.17679372549588,54.79688416735211,30,0,1,2023
2023-01-31,61.72139964128012,49.777319450607806,7225.848953389933,6.103033044519531,20.48209343086669,62.16971076732245,50.0,31,1,1,2023
2023-02-01,50.33943523644104,55.32034418033335,7226.411069175766,6.516835102471168,13.938561502619647,42.32201069425128,50.787873497710535,32,2,2,2023
2023-02-02,44.0578655942268,46.835982371214726,7215.14859058966,1.6801240161233106,17.07564141104315,51.46331939414275,50.0,33,3,2,2023
2023-02-03,83.3892708779213,49.82503073754696,7251.701879096367,0.0,15.47553525090153,54.97628562633733,54.711045685250966,34,4,2,2023
2023-02-04,57.49002212585851,55.66343692851496,7259.366870484679,6.661102617277149,17.897928852701945,72.64537154124227,58.70212396892841,35,5,2,2023
2023-02-05,58.25137946607549,63.9176524600329,7261.954813022239,4.330547632970703,14.704677143699698,65.64350896812995,67.93396877916422,36,6,2,2023
2023-02-06,46.11040307113771,67.50094793749835,7244.147563633344,1.3420209623118666,16.81746531802001,65.96467461023146,65.1613877134659,37,0,2,2023
2023-02-07,65.61094268351722,47.64545655177468,7242.257558379363,0.1757181460638055,13.403940014580188,47.82711965591586,50.0,38,1,2,2023
2023-02-08,34.74456226793425,55.232982318110885,7229.356664095523,5.498052623743915,16.208469002355184,65.13785097576802,53.838240423548186,39,2,2,2023
2023-02-09,66.7263457823036,51.90585949875722,7240.850027559716,3.2222984951196567,12.259563182616263,42.88845801500942,50.2192890970711,40,3,2,2023
2023-02-10,61.37444425798015,65.45198573079816,7250.318612318939,3.6820321199292567,19.26740183608124,49.58345706070361,63.56953232666547,41,4,2,2023
2023-02-11,64.80628842420477,53.326081212627535,7249.672915012346,0.3013066981504848,18.700744804947544,69.42639276409001,50.0,42,5,2,2023
2023-02-12,31.26886646894331,56.36635179826186,7227.615700268661,1.2575346482625,9.12827414116975,73.50683371516244,59.8766932543378,43,6,2,2023
2023-02-13,96.29366524109378,45.50464031446087,7267.543013711493,0.0,15.265245738890998,53.83732242292319,50.0,44,0,2,2023
2023-02-14,20.764354991245657,45.29705131037503,7242.802728388277,4.002558955896566,19.20068180011985,40.51926012088144,50.0,45,1,2,2023
2023-02-15,57.62267936951444,46.03790003830665,7255.128356447417,4.2714262914921255,17.35002786348712,78.56039573603749,50.0,46,2,2,2023
2023-02-16,68.37835761487291,48.79185535938139,7277.468814023983,3.592331184505161,15.860911498006956,53.94248862434473,50.0,47,3,2,2023
2023-02-17,47.42432343121973,54.67375938681071,7276.101282095821,6.68267518387116,14.539442662454611,53.5019224455515,50.0,48,4,2,2023
2023-02-18,61.06386503474353,48.532250977875385,7282.491387743754,0.0,17.49886411327764,61.129361061803614,50.0,49,5,2,2023
2023-02-19,69.88359086522486,64.1305946477293,7303.842727631103,3.841610558023046,12.831835436180114,73.25468009681327,64.60136535669608,50,6,2,2023
2023-02-20,64.54711603589084,53.14396720093835,7304.259249019265,9.672978769989337,11.99203846011785,45.40595651846999,50.0,51,0,2,2023
2023-02-21,60.0191526616705,54.18598019419543,7311.134434479997,2.7658781393999843,16.69178478905039,67.79630591173598,50.0,52,1,2,2023
2023-02-22,48.24173710472979,54.71441503162203,7305.190191390531,1.705957689176991,14.8785415593192,62.95544462763121,50.0,53,2,2,2023
2023-02-23,68.07516670331853,64.9175362272865,7318.550943062228,5.191753087941192,14.33565475052609,46.72043165703343,61.65302398060276,54,3,2,2023
2023-02-24,82.19997393634601,50.025160580479664,7335.833380771288,1.755615538559527,16.261139281728425,64.39588241587545,50.0,55,4,2,2023
2023-02-25,54.25878776179791,47.29476447835916,7340.067007952606,1.1502073091278175,20.484338015586964,44.3721717755073,50.0,56,5,2,2023
2023-02-26,62.65961529107968,50.98366956151612,7355.431858765327,4.37706090591133,14.15140966909936,66.24123556862368,50.0,57,6,2,2023
2023-02-27,24.59394883361956,46.967950467570745,7329.042138037431,7.69688573713012,12.361325817537416,71.89347221380362,50.0,58,0,2,2023
2023-02-28,34.84423845736619,45.55724732249212,7316.918426027227,0.0,16.921838170444055,50.29507245016072,50.0,59,1,2,2023
2023-03-01,19.99135859786885,54.19353935142664,7291.352537302604,4.0688134743821145,20.42149002089612,58.02109665587332,50.0,60,2,3,2023
2023-03-02,12.3217926990782,56.03056991411461,7249.480790650256,2.475230029020961,14.477465028898074,54.86672720890767,56.18266685495411,61,3,3,2023
2023-03-03,17.843372353642845,50.08240223887137,7211.293593089784,2.486778990162339,16.48951361050523,78.61602558066961,50.0,62,4,3,2023
2023-03-04,32.71768952465465,56.58550839202786,7193.928880375567,0.0,12.550521544769612,81.67359661302379,55.49331813138895,63,5,3,2023
2023-03-05,54.421294927205146,53.06750006065152,7191.764666910744,8.91532168348363,12.6162862859349,75.36683020565937,53.55341448626145,64,6,3,2023
2023-03-06,28.67995483995704,49.4443046490122,7167.3771216900495,4.39408219403955,19.21738012750515,51.1715094551997,50.0,65,0,3,2023
2023-03-07,39.78857449154661,54.15145317564429,7157.721391532584,2.701827281073625,18.25884978594742,51.13961366317256,50.0,66,1,3,2023
2023-03-08,49.785587730433285,65.10609088112447,7153.355526087373,0.0,15.512886002400805,48.794109855917895,61.94062959152385,67,2,3,2023
2023-03-09,59.18991805954028,47.12592198450756,7147.439353265789,0.0,15.288929059757116,48.379767194241886,50.0,68,3,3,2023
2023-03-10,54.37097073103781,47.9177762922056,7154.684402012319,3.096600918194996,11.545381922810506,60.32187261341157,50.0,69,4,3,2023
2023-03-11,57.08034260803505,79.77759195832105,7163.846968328148,5.618767289324552,17.454220847978064,89.33289128264694,78.17136555702751,70,5,3,2023
2023-03-12,43.72446370205892,54.63444769809605,7127.793840071886,0.5829273361334,12.559573488626,73.3764641987193,53.9235285078914,71,6,3,2023
2023-03-13,46.50488070057475,52.66159353770984,7119.664273074365,7.8029827496878115,17.970523136714156,67.89864657696329,50.0,72,0,3,2023
2023-03-14,30.50453381805184,52.27632621385486,7097.507213354707,4.623263049931163,19.974179750688915,54.81582876124513,50.0,73,1,3,2023
2023-03-15,82.47383223505102,56.843870211733645,7127.704719375904,3.2885692930812405,15.985905486436902,62.15912989691516,54.75839808727154,74,2,3,2023
